#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
157.jpg,60379,"{}",0,0,"{}","{}"
414.jpg,42301,"{}",0,0,"{}","{}"
650.jpg,63230,"{}",0,0,"{}","{}"
708.jpg,84552,"{}",3,0,"{""name"":""rect"",""x"":45,""y"":174,""width"":107,""height"":201}","{""Elephant"":""1""}"
708.jpg,84552,"{}",3,1,"{""name"":""rect"",""x"":130,""y"":179,""width"":185,""height"":195}","{""Elephant"":""1""}"
708.jpg,84552,"{}",3,2,"{""name"":""rect"",""x"":309,""y"":185,""width"":149,""height"":188}","{""Elephant"":""1""}"
759.jpg,31198,"{}",0,0,"{}","{}"
1310.jpg,66610,"{}",0,0,"{}","{}"
1587.jpg,52125,"{}",0,0,"{}","{}"
2040.jpg,78065,"{}",0,0,"{}","{}"
2113.jpg,121036,"{}",0,0,"{}","{}"
2486.jpg,61212,"{}",0,0,"{}","{}"
2572.jpg,33926,"{}",0,0,"{}","{}"
2635.jpg,67942,"{}",0,0,"{}","{}"
2862.jpg,80040,"{}",0,0,"{}","{}"
2963.jpg,111593,"{}",0,0,"{}","{}"
3294.jpg,60492,"{}",0,0,"{}","{}"
3510.jpg,92998,"{}",0,0,"{}","{}"
3691.jpg,86516,"{}",2,0,"{""name"":""rect"",""x"":168,""y"":33,""width"":153,""height"":215}","{""Elephant"":""1""}"
3691.jpg,86516,"{}",2,1,"{""name"":""rect"",""x"":365,""y"":20,""width"":225,""height"":208}","{""Donkey"":""1""}"
3736.jpg,113463,"{}",0,0,"{}","{}"
3950.jpg,45326,"{}",0,0,"{}","{}"
4123.jpg,50718,"{}",0,0,"{}","{}"
4294.jpg,78702,"{}",0,0,"{}","{}"
4677.jpg,32273,"{}",0,0,"{}","{}"
4844.jpg,35022,"{}",0,0,"{}","{}"
5835.jpg,91670,"{}",0,0,"{}","{}"
5998.jpg,79063,"{}",0,0,"{}","{}"
6111.jpg,70565,"{}",0,0,"{}","{}"
6125.jpg,147565,"{}",0,0,"{}","{}"
6320.jpg,117231,"{}",0,0,"{}","{}"
6328.jpg,98147,"{}",0,0,"{}","{}"
6387.jpg,65385,"{}",0,0,"{}","{}"
6399.jpg,101459,"{}",0,0,"{}","{}"
6433.jpg,121362,"{}",0,0,"{}","{}"
6594.jpg,144664,"{}",0,0,"{}","{}"
6642.jpg,79504,"{}",0,0,"{}","{}"
7569.jpg,127877,"{}",0,0,"{}","{}"
8797.jpg,111967,"{}",1,0,"{""name"":""rect"",""x"":125,""y"":110,""width"":129,""height"":143}","{""Elephant"":""1""}"
8925.jpg,99246,"{}",0,0,"{}","{}"
9717.jpg,102556,"{}",0,0,"{}","{}"
10054.jpg,69465,"{}",0,0,"{}","{}"
10949.jpg,113244,"{}",0,0,"{}","{}"
11019.jpg,94787,"{}",0,0,"{}","{}"
11110.jpg,64809,"{}",0,0,"{}","{}"
11276.jpg,81626,"{}",0,0,"{}","{}"
11396.jpg,108193,"{}",0,0,"{}","{}"
11541.jpg,120044,"{}",0,0,"{}","{}"
11979.jpg,110873,"{}",1,0,"{""name"":""rect"",""x"":12,""y"":3,""width"":266,""height"":244}","{""Elephant"":""1""}"
12297.jpg,162659,"{}",0,0,"{}","{}"
13640.jpg,82481,"{}",0,0,"{}","{}"
14063.jpg,103743,"{}",0,0,"{}","{}"
14288.jpg,100238,"{}",0,0,"{}","{}"
14462.jpg,40957,"{}",0,0,"{}","{}"
15328.jpg,83549,"{}",0,0,"{}","{}"
15701.jpg,117938,"{}",0,0,"{}","{}"
15857.jpg,62131,"{}",0,0,"{}","{}"
16044.jpg,65935,"{}",0,0,"{}","{}"
16126.jpg,77208,"{}",0,0,"{}","{}"
16919.jpg,73044,"{}",0,0,"{}","{}"
17075.jpg,73972,"{}",0,0,"{}","{}"
17786.jpg,40114,"{}",0,0,"{}","{}"
17824.jpg,60376,"{}",0,0,"{}","{}"
18400.jpg,68071,"{}",0,0,"{}","{}"
19508.jpg,64204,"{}",0,0,"{}","{}"
20258.jpg,113394,"{}",3,0,"{""name"":""rect"",""x"":25,""y"":29,""width"":176,""height"":151}","{""Donkey"":""1""}"
20258.jpg,113394,"{}",3,1,"{""name"":""rect"",""x"":237,""y"":75,""width"":91,""height"":120}","{""Uncle Sam"":""1""}"
20258.jpg,113394,"{}",3,2,"{""name"":""rect"",""x"":363,""y"":32,""width"":164,""height"":203}","{""Elephant"":""1""}"
20321.jpg,77483,"{}",0,0,"{}","{}"
20410.jpg,74848,"{}",0,0,"{}","{}"
21133.jpg,36620,"{}",0,0,"{}","{}"
22052.jpg,86903,"{}",0,0,"{}","{}"
22383.jpg,81278,"{}",0,0,"{}","{}"
22756.jpg,108359,"{}",0,0,"{}","{}"
23018.jpg,92492,"{}",0,0,"{}","{}"
23413.jpg,75620,"{}",0,0,"{}","{}"
23621.jpg,44531,"{}",0,0,"{}","{}"
23827.jpg,79960,"{}",0,0,"{}","{}"
23936.jpg,83049,"{}",0,0,"{}","{}"
23994.jpg,89771,"{}",0,0,"{}","{}"
24009.jpg,107601,"{}",1,0,"{""name"":""rect"",""x"":368,""y"":60,""width"":142,""height"":115}","{""Donkey"":""1""}"
24606.jpg,49248,"{}",0,0,"{}","{}"
24646.jpg,145284,"{}",0,0,"{}","{}"
24647.jpg,60408,"{}",0,0,"{}","{}"
24660.jpg,74185,"{}",0,0,"{}","{}"
24800.jpg,80997,"{}",0,0,"{}","{}"
25151.jpg,59536,"{}",0,0,"{}","{}"
25347.jpg,81067,"{}",0,0,"{}","{}"
25836.jpg,69601,"{}",0,0,"{}","{}"
25866.jpg,84195,"{}",0,0,"{}","{}"
26107.jpg,69231,"{}",0,0,"{}","{}"
26613.jpg,59154,"{}",2,0,"{""name"":""rect"",""x"":0,""y"":158,""width"":110,""height"":191}","{""Donkey"":""1""}"
26613.jpg,59154,"{}",2,1,"{""name"":""rect"",""x"":484,""y"":201,""width"":112,""height"":156}","{""Elephant"":""1""}"
26692.jpg,105069,"{}",0,0,"{}","{}"
26867.jpg,65061,"{}",0,0,"{}","{}"
27829.jpg,79177,"{}",0,0,"{}","{}"
28426.jpg,77852,"{}",0,0,"{}","{}"
28649.jpg,100852,"{}",0,0,"{}","{}"
28671.jpg,70980,"{}",0,0,"{}","{}"
29523.jpg,56118,"{}",0,0,"{}","{}"
29540.jpg,71138,"{}",0,0,"{}","{}"
29637.jpg,62396,"{}",0,0,"{}","{}"
30077.jpg,72598,"{}",1,0,"{""name"":""rect"",""x"":296,""y"":79,""width"":205,""height"":259}","{""Donkey"":""1""}"
30120.jpg,93639,"{}",2,0,"{""name"":""rect"",""x"":4,""y"":110,""width"":321,""height"":215}","{""Elephant"":""1""}"
30120.jpg,93639,"{}",2,1,"{""name"":""rect"",""x"":350,""y"":151,""width"":86,""height"":158}","{""Donkey"":""1""}"
30377.jpg,33159,"{}",0,0,"{}","{}"
30820.jpg,69927,"{}",0,0,"{}","{}"
31170.jpg,60012,"{}",1,0,"{""name"":""rect"",""x"":38,""y"":1,""width"":112,""height"":161}","{""Uncle Sam"":""1""}"
31651.jpg,57020,"{}",0,0,"{}","{}"
31745.jpg,110109,"{}",0,0,"{}","{}"
31774.jpg,82266,"{}",0,0,"{}","{}"
32274.jpg,56771,"{}",0,0,"{}","{}"
32766.jpg,79255,"{}",0,0,"{}","{}"
33072.jpg,127972,"{}",0,0,"{}","{}"
33248.jpg,134359,"{}",0,0,"{}","{}"
33362.jpg,90521,"{}",0,0,"{}","{}"
33926.jpg,53883,"{}",0,0,"{}","{}"
34551.jpg,74417,"{}",0,0,"{}","{}"
35155.jpg,39179,"{}",0,0,"{}","{}"
35748.jpg,81091,"{}",0,0,"{}","{}"
35827.jpg,117911,"{}",1,0,"{""name"":""rect"",""x"":39,""y"":374,""width"":81,""height"":95}","{""Donkey"":""1""}"
36004.jpg,96702,"{}",0,0,"{}","{}"
36021.jpg,50106,"{}",0,0,"{}","{}"
36398.jpg,81831,"{}",2,0,"{""name"":""rect"",""x"":33,""y"":203,""width"":63,""height"":92}","{""Uncle Sam"":""1""}"
36398.jpg,81831,"{}",2,1,"{""name"":""rect"",""x"":113,""y"":493,""width"":61,""height"":90}","{""Uncle Sam"":""1""}"
36499.jpg,128145,"{}",0,0,"{}","{}"
36681.jpg,41694,"{}",0,0,"{}","{}"
37435.jpg,50406,"{}",0,0,"{}","{}"
37825.jpg,34679,"{}",1,0,"{""name"":""rect"",""x"":191,""y"":115,""width"":158,""height"":172}","{""Donkey"":""1""}"
38462.jpg,67437,"{}",0,0,"{}","{}"
38485.jpg,61962,"{}",1,0,"{""name"":""rect"",""x"":127,""y"":21,""width"":160,""height"":221}","{""Donkey"":""1""}"
38502.jpg,81774,"{}",0,0,"{}","{}"
38597.jpg,80537,"{}",0,0,"{}","{}"
39088.jpg,77233,"{}",0,0,"{}","{}"
39408.jpg,77047,"{}",0,0,"{}","{}"
39434.jpg,60014,"{}",0,0,"{}","{}"
39599.jpg,56580,"{}",0,0,"{}","{}"
39700.jpg,71757,"{}",0,0,"{}","{}"
39999.jpg,91296,"{}",0,0,"{}","{}"
40606.jpg,107750,"{}",0,0,"{}","{}"
40712.jpg,61214,"{}",0,0,"{}","{}"
40884.jpg,104249,"{}",0,0,"{}","{}"
40922.jpg,98454,"{}",2,0,"{""name"":""rect"",""x"":123,""y"":124,""width"":136,""height"":193}","{""Elephant"":""1""}"
