#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
704.jpg,44530,"{}",0,0,"{}","{}"
2177.jpg,112175,"{}",0,0,"{}","{}"
4652.jpg,55784,"{}",0,0,"{}","{}"
4830.jpg,101440,"{}",0,0,"{}","{}"
10056.jpg,102099,"{}",0,0,"{}","{}"
11876.jpg,67468,"{}",0,0,"{}","{}"
13630.jpg,48271,"{}",0,0,"{}","{}"
14364.jpg,49524,"{}",0,0,"{}","{}"
14963.jpg,74848,"{}",0,0,"{}","{}"
16119.jpg,92008,"{}",0,0,"{}","{}"
16843.jpg,70920,"{}",0,0,"{}","{}"
18110.jpg,76451,"{}",0,0,"{}","{}"
19461.jpg,99325,"{}",0,0,"{}","{}"
19958.jpg,44075,"{}",0,0,"{}","{}"
20232.jpg,82645,"{}",0,0,"{}","{}"
21673.jpg,115141,"{}",0,0,"{}","{}"
23235.jpg,95851,"{}",0,0,"{}","{}"
24048.jpg,96615,"{}",0,0,"{}","{}"
24657.jpg,47329,"{}",0,0,"{}","{}"
36193.jpg,24606,"{}",0,0,"{}","{}"
38807.jpg,90431,"{}",0,0,"{}","{}"
39913.jpg,49044,"{}",0,0,"{}","{}"
42576.jpg,46809,"{}",0,0,"{}","{}"
43169.jpg,104331,"{}",0,0,"{}","{}"
46583.jpg,64356,"{}",0,0,"{}","{}"
47386.jpg,81154,"{}",0,0,"{}","{}"
53318.jpg,67589,"{}",0,0,"{}","{}"
59621.jpg,105814,"{}",0,0,"{}","{}"
69289.jpg,69453,"{}",0,0,"{}","{}"
75195.jpg,77506,"{}",0,0,"{}","{}"
76829.jpg,158093,"{}",0,0,"{}","{}"
80440.jpg,73150,"{}",3,0,"{""name"":""rect"",""x"":165,""y"":25,""width"":127,""height"":151}","{""Obama"":""1""}"
80440.jpg,73150,"{}",3,1,"{""name"":""rect"",""x"":456,""y"":20,""width"":127,""height"":152}","{""Obama"":""1""}"
80440.jpg,73150,"{}",3,2,"{""name"":""rect"",""x"":294,""y"":253,""width"":128,""height"":167}","{""Obama"":""1""}"
82368.jpg,79677,"{}",0,0,"{}","{}"
84077.jpg,130967,"{}",0,0,"{}","{}"
85448.jpg,62158,"{}",0,0,"{}","{}"
87203.jpg,125615,"{}",0,0,"{}","{}"
87829.jpg,102356,"{}",0,0,"{}","{}"
91484.jpg,90482,"{}",0,0,"{}","{}"
95872.jpg,119125,"{}",1,0,"{""name"":""rect"",""x"":0,""y"":191,""width"":133,""height"":164}","{""Obama"":""1""}"
96277.jpg,74652,"{}",0,0,"{}","{}"
98925.jpg,62557,"{}",0,0,"{}","{}"
103538.jpg,93499,"{}",0,0,"{}","{}"
104255.jpg,62849,"{}",0,0,"{}","{}"
109522.jpg,65538,"{}",0,0,"{}","{}"
111208.jpg,61059,"{}",0,0,"{}","{}"
112480.jpg,102288,"{}",0,0,"{}","{}"
114775.jpg,74695,"{}",0,0,"{}","{}"
119836.jpg,45672,"{}",0,0,"{}","{}"
120078.jpg,118088,"{}",2,0,"{""name"":""rect"",""x"":9,""y"":4,""width"":161,""height"":274}","{""Uncle Sam"":""1""}"
120078.jpg,118088,"{}",2,1,"{""name"":""rect"",""x"":327,""y"":15,""width"":260,""height"":241}","{""Elephant"":""1""}"
120211.jpg,59702,"{}",0,0,"{}","{}"
120328.jpg,57235,"{}",1,0,"{""name"":""rect"",""x"":498,""y"":83,""width"":45,""height"":77}","{""Obama"":""1""}"
120531.jpg,83259,"{}",0,0,"{}","{}"
124232.jpg,112798,"{}",0,0,"{}","{}"
124612.jpg,73166,"{}",1,0,"{""name"":""rect"",""x"":421,""y"":212,""width"":50,""height"":67}","{""Uncle Sam"":""1""}"
125567.jpg,39172,"{}",1,0,"{""name"":""rect"",""x"":219,""y"":181,""width"":95,""height"":84}","{""Elephant"":""1""}"
127576.jpg,46441,"{}",0,0,"{}","{}"
1490.jpg,71135,"{}",0,0,"{}","{}"
5822.jpg,90623,"{}",1,0,"{""name"":""rect"",""x"":137,""y"":84,""width"":184,""height"":135}","{""Elephant"":""1""}"
7633.jpg,161863,"{}",0,0,"{}","{}"
13500.jpg,91241,"{}",0,0,"{}","{}"
17862.jpg,69526,"{}",0,0,"{}","{}"
19998.jpg,100142,"{}",0,0,"{}","{}"
21866.jpg,75259,"{}",0,0,"{}","{}"
24395.jpg,80460,"{}",0,0,"{}","{}"
24791.jpg,82159,"{}",0,0,"{}","{}"
24989.jpg,57260,"{}",1,0,"{""name"":""rect"",""x"":358,""y"":64,""width"":198,""height"":235}","{""Donkey"":""1""}"
26558.jpg,60242,"{}",2,0,"{""name"":""rect"",""x"":102,""y"":28,""width"":134,""height"":81}","{""Donkey"":""1""}"
26558.jpg,60242,"{}",2,1,"{""name"":""rect"",""x"":408,""y"":293,""width"":112,""height"":82}","{""Elephant"":""1""}"
27517.jpg,105294,"{}",1,0,"{""name"":""rect"",""x"":202,""y"":18,""width"":83,""height"":147}","{""Uncle Sam"":""1""}"
28984.jpg,73062,"{}",0,0,"{}","{}"
31421.jpg,89202,"{}",0,0,"{}","{}"
32459.jpg,51900,"{}",0,0,"{}","{}"
40933.jpg,86102,"{}",0,0,"{}","{}"
44713.jpg,120730,"{}",0,0,"{}","{}"
46603.jpg,78608,"{}",1,0,"{""name"":""rect"",""x"":320,""y"":85,""width"":151,""height"":191}","{""Uncle Sam"":""1""}"
51767.jpg,39339,"{}",1,0,"{""name"":""rect"",""x"":150,""y"":41,""width"":94,""height"":186}","{""Obama"":""1""}"
61619.jpg,47688,"{}",0,0,"{}","{}"
63264.jpg,105636,"{}",0,0,"{}","{}"
65115.jpg,79791,"{}",0,0,"{}","{}"
66748.jpg,66592,"{}",0,0,"{}","{}"
67874.jpg,34948,"{}",0,0,"{}","{}"
69349.jpg,71318,"{}",0,0,"{}","{}"
74976.jpg,64484,"{}",0,0,"{}","{}"
76328.jpg,126392,"{}",0,0,"{}","{}"
81767.jpg,63761,"{}",0,0,"{}","{}"
82863.jpg,91833,"{}",0,0,"{}","{}"
83236.jpg,42064,"{}",0,0,"{}","{}"
88832.jpg,68199,"{}",0,0,"{}","{}"
89591.jpg,58843,"{}",0,0,"{}","{}"
91902.jpg,73726,"{}",0,0,"{}","{}"
97356.jpg,66998,"{}",1,0,"{""name"":""rect"",""x"":16,""y"":41,""width"":84,""height"":144}","{""Obama"":""1""}"
100286.jpg,65812,"{}",0,0,"{}","{}"
101764.jpg,110086,"{}",0,0,"{}","{}"
104664.jpg,70881,"{}",0,0,"{}","{}"
109674.jpg,104745,"{}",0,0,"{}","{}"
114014.jpg,108438,"{}",1,0,"{""name"":""rect"",""x"":345,""y"":203,""width"":81,""height"":99}","{""Obama"":""1""}"
116027.jpg,80058,"{}",0,0,"{}","{}"
119581.jpg,61522,"{}",0,0,"{}","{}"
121513.jpg,73287,"{}",0,0,"{}","{}"
122512.jpg,40562,"{}",0,0,"{}","{}"
123544.jpg,56716,"{}",0,0,"{}","{}"
125207.jpg,26932,"{}",0,0,"{}","{}"
125931.jpg,69640,"{}",0,0,"{}","{}"
127025.jpg,86982,"{}",0,0,"{}","{}"
127247.jpg,86509,"{}",0,0,"{}","{}"
128108.jpg,66994,"{}",0,0,"{}","{}"
128682.jpg,63438,"{}",0,0,"{}","{}"
132066.jpg,72078,"{}",0,0,"{}","{}"
132118.jpg,105856,"{}",1,0,"{""name"":""rect"",""x"":356,""y"":109,""width"":116,""height"":198}","{""Obama"":""1""}"
134130.jpg,75837,"{}",0,0,"{}","{}"
134742.jpg,39993,"{}",0,0,"{}","{}"
135444.jpg,90140,"{}",0,0,"{}","{}"
138177.jpg,68217,"{}",0,0,"{}","{}"
140254.jpg,31695,"{}",0,0,"{}","{}"
141137.jpg,57923,"{}",0,0,"{}","{}"
143995.jpg,54587,"{}",2,0,"{""name"":""rect"",""x"":495,""y"":256,""width"":53,""height"":117}","{""Donkey"":""1""}"
143995.jpg,54587,"{}",2,1,"{""name"":""rect"",""x"":398,""y"":272,""width"":59,""height"":76}","{""Clinton"":""1""}"
145328.jpg,104899,"{}",0,0,"{}","{}"
145494.jpg,55452,"{}",1,0,"{""name"":""rect"",""x"":357,""y"":179,""width"":189,""height"":139}","{""Elephant"":""1""}"
145613.jpg,96080,"{}",0,0,"{}","{}"
147797.jpg,71024,"{}",0,0,"{}","{}"
149666.jpg,45707,"{}",0,0,"{}","{}"
153616.jpg,65963,"{}",0,0,"{}","{}"
153843.jpg,64566,"{}",0,0,"{}","{}"
155347.jpg,65639,"{}",0,0,"{}","{}"
156336.jpg,48334,"{}",0,0,"{}","{}"
157207.jpg,94483,"{}",1,0,"{""name"":""rect"",""x"":202,""y"":144,""width"":80,""height"":104}","{""Trump"":""1""}"
158707.jpg,44077,"{}",0,0,"{}","{}"
158719.jpg,55051,"{}",1,0,"{""name"":""rect"",""x"":83,""y"":81,""width"":131,""height"":189}","{""Elephant"":""1""}"
158732.jpg,79931,"{}",0,0,"{}","{}"
159874.jpg,110002,"{}",1,0,"{""name"":""rect"",""x"":23,""y"":125,""width"":284,""height"":262}","{""Trump"":""1""}"
162263.jpg,99047,"{}",0,0,"{}","{}"
165112.jpg,66096,"{}",0,0,"{}","{}"
165461.jpg,62916,"{}",1,0,"{""name"":""rect"",""x"":131,""y"":129,""width"":108,""height"":88}","{""Trump"":""1""}"
174481.jpg,69145,"{}",0,0,"{}","{}"
176123.jpg,70542,"{}",0,0,"{}","{}"
176186.jpg,67882,"{}",0,0,"{}","{}"
176263.jpg,46698,"{}",0,0,"{}","{}"
176520.jpg,28428,"{}",0,0,"{}","{}"
176955.jpg,48045,"{}",0,0,"{}","{}"
2759.jpg,78691,"{}",0,0,"{}","{}"
3590.jpg,115124,"{}",0,0,"{}","{}"
12158.jpg,112134,"{}",0,0,"{}","{}"
14898.jpg,66926,"{}",0,0,"{}","{}"
21669.jpg,85966,"{}",0,0,"{}","{}"
25046.jpg,109113,"{}",0,0,"{}","{}"
25928.jpg,73855,"{}",0,0,"{}","{}"
26851.jpg,68552,"{}",0,0,"{}","{}"
30559.jpg,80071,"{}",0,0,"{}","{}"
37580.jpg,42437,"{}",0,0,"{}","{}"
38843.jpg,94245,"{}",0,0,"{}","{}"
42336.jpg,51734,"{}",0,0,"{}","{}"
45199.jpg,77444,"{}",0,0,"{}","{}"
49006.jpg,55191,"{}",0,0,"{}","{}"
51325.jpg,54164,"{}",0,0,"{}","{}"
52855.jpg,46213,"{}",0,0,"{}","{}"
62803.jpg,80559,"{}",1,0,"{""name"":""rect"",""x"":256,""y"":108,""width"":88,""height"":227}","{""Donkey"":""1""}"
74418.jpg,95243,"{}",3,0,"{""name"":""rect"",""x"":60,""y"":171,""width"":147,""height"":131}","{""Elephant"":""1""}"
74418.jpg,95243,"{}",3,1,"{""name"":""rect"",""x"":193,""y"":202,""width"":144,""height"":120}","{""Elephant"":""1""}"
74418.jpg,95243,"{}",3,2,"{""name"":""rect"",""x"":284,""y"":184,""width"":185,""height"":92}","{""Elephant"":""1""}"
79651.jpg,72624,"{}",2,0,"{""name"":""rect"",""x"":225,""y"":8,""width"":50,""height"":64}","{""Obama"":""1""}"
79651.jpg,72624,"{}",2,1,"{""name"":""rect"",""x"":315,""y"":25,""width"":52,""height"":62}","{""Obama"":""1""}"
89462.jpg,61498,"{}",0,0,"{}","{}"
89468.jpg,70891,"{}",0,0,"{}","{}"
